OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Region,Country,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Sales,Profit,IsReturn,SalesOutlier,OrderMonth,OrderYear,OrderQuarter,DayOfWeek,ShippingDelayDays,ProfitMargin
ORD-100010,2023-03-31,2023-04-06,Standard Class,CUST-00703,Thomas Anderson,Corporate,East,Japan,PRD-1042,Almond Butter Jar,Grocery,3,8.32,0.05,23.71,6.04,False,False,2023-03,2023,2023Q1,Friday,6,0.25474483340362714
ORD-104736,2024-12-16,2024-12-21,Second Class,CUST-00006,Marie Johnson,Home Office,South,Mexico,PRD-1041,Olive Oil 1L,Grocery,2,12.18,0.0,24.36,7.9,False,False,2024-12,2024,2024Q4,Monday,5,0.3243021346469623
ORD-104166,2023-12-11,2023-12-15,Second Class,CUST-00272,Karen Davis,Home Office,West,France,PRD-1001,Bluetooth Speaker,Electronics,3,45.37,0.0,136.11,43.36,False,False,2023-12,2023,2023Q4,Monday,4,0.31856586584380275
ORD-100784,2024-12-25,2024-12-27,Same Day,CUST-00574,Fatima Silva,Home Office,North,Canada,PRD-1044,Protein Bar Pack,Grocery,3,14.4,0.0,43.2,13.99,False,False,2024-12,2024,2024Q4,Wednesday,2,0.32384259259259257
ORD-105278,2023-07-18,2023-07-20,First Class,CUST-00278,Richard Dubois,Corporate,South,Brazil,PRD-1031,Women's Jeans,Clothing,5,38.05,0.0,190.25,73.82,False,False,2023-07,2023,2023Q3,Tuesday,2,0.3880157687253613
ORD-100268,2023-06-05,2023-06-12,Standard Class,CUST-00665,Thomas Lee,Corporate,North,Canada,PRD-1018,Ergonomic Chair,Office Supplies,2,170.82,0.0,341.64,153.5,False,False,2023-06,2023,2023Q2,Monday,7,0.4493033602622644
ORD-105666,2024-11-17,2024-11-18,Same Day,CUST-00095,Olivia Williams,Corporate,North,USA,PRD-1046,Honey Jar,Grocery,3,8.56,0.0,25.68,11.28,False,False,2024-11,2024,2024Q4,Sunday,1,0.4392523364485981
ORD-102041,2024-12-24,2024-12-24,Same Day,CUST-00261,Charles Miller,Corporate,North,USA,PRD-1035,Formal Shirt,Clothing,1,37.65,0.0,37.65,10.96,False,False,2024-12,2024,2024Q4,Tuesday,0,0.2911022576361222
ORD-105232,2023-04-21,2023-04-27,Second Class,CUST-00086,Yuki Kim,Consumer,North,USA,PRD-1042,Almond Butter Jar,Grocery,3,8.29,0.0,24.87,8.73,False,False,2023-04,2023,2023Q2,Friday,6,0.35102533172496986
ORD-105324,2024-11-28,2024-12-01,First Class,CUST-00608,Yuki Sharma,Corporate,South,Argentina,PRD-1023,Dining Table,Furniture,1,449.25,0.0,449.25,151.23,False,False,2024-11,2024,2024Q4,Thursday,3,0.3366277128547579
ORD-104199,2024-03-07,2024-03-13,Standard Class,CUST-00159,Jessica Taylor,Corporate,East,Japan,PRD-1049,Dark Chocolate Bar,Grocery,4,3.83,0.0,15.32,5.64,False,False,2024-03,2024,2024Q1,Thursday,6,0.36814621409921666
ORD-100025,2024-12-27,2024-12-27,Same Day,CUST-00577,James Lee,Home Office,North,USA,PRD-1037,Wool Sweater,Clothing,2,56.71,0.0,113.42,45.74,False,False,2024-12,2024,2024Q4,Friday,0,0.40327984482454593
ORD-100608,2023-03-08,2023-03-10,Same Day,CUST-00635,Robert Martinez,Home Office,West,Spain,PRD-1005,Smartwatch,Electronics,3,156.43,0.0,469.29,187.83,False,False,2023-03,2023,2023Q1,Wednesday,2,0.40024292015598034
ORD-102911,2024-08-15,2024-08-17,First Class,CUST-00326,Sofia Khan,Consumer,North,Canada,PRD-1021,Office Desk,Furniture,1,238.61,0.0,238.61,96.42,False,False,2024-08,2024,2024Q3,Thursday,2,0.404090356648925
ORD-100547,2023-07-14,2023-07-19,Second Class,CUST-00117,William Khan,Corporate,West,Germany,PRD-1016,Ballpoint Pen Box,Office Supplies,6,5.77,0.05,32.89,9.57,False,False,2023-07,2023,2023Q3,Friday,5,0.29096989966555187
ORD-105130,2024-02-09,2024-02-10,Same Day,CUST-00695,Linda Silva,Home Office,South,Mexico,PRD-1015,Printer Ink Cartridge,Office Supplies,1,25.26,0.0,25.26,6.33,False,False,2024-02,2024,2024Q1,Friday,1,0.2505938242280285
ORD-103409,2024-10-22,2024-10-28,Standard Class,CUST-00667,Mary Jones,Corporate,East,Japan,PRD-1023,Dining Table,Furniture,3,445.83,0.0,1337.49,363.09,False,True,2024-10,2024,2024Q4,Tuesday,6,0.27147118856963415
ORD-105949,2023-01-01,2023-01-09,Standard Class,CUST-00694,Marie Brown,Home Office,East,China,PRD-1039,Sneakers,Clothing,5,65.17,0.1,293.27,106.1,False,False,2023-01,2023,2023Q1,Sunday,8,0.3617826576192587
ORD-100313,2023-11-05,2023-11-11,Standard Class,CUST-00471,Robert Thomas,Corporate,North,Canada,PRD-1041,Olive Oil 1L,Grocery,1,11.0,0.0,11.0,4.81,False,False,2023-11,2023,2023Q4,Sunday,6,0.43727272727272726
ORD-102401,2024-02-21,2024-02-27,Second Class,CUST-00001,Linda Smith,Corporate,East,China,PRD-1017,File Cabinet,Office Supplies,2,105.19,0.2,168.3,17.06,False,False,2024-02,2024,2024Q1,Wednesday,6,0.10136660724896017
ORD-101431,2024-12-04,2024-12-08,Second Class,CUST-00098,David Rodriguez,Consumer,West,Germany,PRD-1014,Whiteboard 3x2ft,Office Supplies,4,34.76,0.0,139.04,56.04,False,False,2024-12,2024,2024Q4,Wednesday,4,0.40304948216340625
ORD-100818,2023-04-30,2023-05-08,Same Day,CUST-00121,Michael Brown,Corporate,West,Germany,PRD-1028,Recliner Chair,Furniture,4,292.64,0.0,1170.56,457.03,False,True,2023-04,2023,2023Q2,Sunday,8,0.39043705576817933
ORD-104561,2023-05-28,2023-06-03,Standard Class,CUST-00081,Barbara Sharma,Consumer,East,Japan,PRD-1043,Green Tea Box,Grocery,1,4.36,0.0,4.36,1.7,False,False,2023-05,2023,2023Q2,Sunday,6,0.3899082568807339
ORD-104980,2024-04-19,2024-04-21,Same Day,CUST-00548,Elizabeth Williams,Corporate,West,UK,PRD-1010,A4 Paper Ream,Office Supplies,1,5.29,0.0,5.29,1.94,False,False,2024-04,2024,2024Q2,Friday,2,0.3667296786389414
ORD-101314,2024-12-05,2024-12-12,Standard Class,CUST-00114,Noah Davis,Consumer,East,China,PRD-1006,Portable SSD 1TB,Electronics,2,114.67,0.0,229.34,69.19,False,False,2024-12,2024,2024Q4,Thursday,7,0.3016918112845557
ORD-105298,2023-12-11,2023-12-11,Same Day,CUST-00569,Barbara Garcia,Home Office,East,South Korea,PRD-1036,Yoga Pants,Clothing,3,27.5,0.0,82.5,20.95,False,False,2023-12,2023,2023Q4,Monday,0,0.2539393939393939
ORD-103600,2023-07-24,2023-07-24,Same Day,CUST-00135,Ahmed Lee,Home Office,North,Canada,PRD-1037,Wool Sweater,Clothing,1,48.1,0.0,48.1,20.11,False,False,2023-07,2023,2023Q3,Monday,0,0.4180873180873181
ORD-102759,2024-10-12,2024-10-19,Standard Class,CUST-00201,John Dubois,Corporate,East,South Korea,PRD-1011,Stapler,Office Supplies,1,7.85,0.0,7.85,2.65,False,False,2024-10,2024,2024Q4,Saturday,7,0.3375796178343949
ORD-103664,2024-11-22,2024-11-27,Second Class,CUST-00121,Michael Brown,Corporate,West,France,PRD-1018,Ergonomic Chair,Office Supplies,2,201.63,0.05,383.1,133.8,False,False,2024-11,2024,2024Q4,Friday,5,0.34925606891151134
ORD-102093,2023-05-13,2023-05-15,First Class,CUST-00249,Linda Khan,Home Office,West,France,PRD-1035,Formal Shirt,Clothing,1,30.79,0.0,30.79,12.75,False,False,2023-05,2023,2023Q2,Saturday,2,0.4140954855472556
ORD-102621,2023-10-21,2023-10-26,Second Class,CUST-00469,Olivia Moore,Home Office,East,South Korea,PRD-1018,Ergonomic Chair,Office Supplies,1,180.89,0.0,180.89,78.05,False,False,2023-10,2023,2023Q4,Saturday,5,0.43147769362596056
ORD-102442,2023-03-16,2023-03-21,Second Class,CUST-00843,Marie Sharma,Consumer,East,Japan,PRD-1001,Bluetooth Speaker,Electronics,2,41.27,0.0,82.54,33.68,False,False,2023-03,2023,2023Q1,Thursday,5,0.40804458444390596
ORD-103513,2023-09-20,2023-09-26,Second Class,CUST-00602,Ahmed Johnson,Corporate,West,Spain,PRD-1033,Winter Jacket,Clothing,3,96.17,0.0,288.51,82.06,False,False,2023-09,2023,2023Q3,Wednesday,6,0.28442688295033103
ORD-104319,2024-10-06,2024-10-08,First Class,CUST-00619,Sofia Smith,Consumer,North,USA,PRD-1028,Recliner Chair,Furniture,1,345.23,0.0,345.23,87.9,False,False,2024-10,2024,2024Q4,Sunday,2,0.25461286678446254
ORD-102236,2024-08-22,2024-08-24,Same Day,CUST-00315,Hans Taylor,Corporate,North,Canada,PRD-1041,Olive Oil 1L,Grocery,1,12.24,0.1,11.02,2.99,False,False,2024-08,2024,2024Q3,Thursday,2,0.2713248638838476
ORD-104047,2024-11-21,2024-11-24,First Class,CUST-00514,Elizabeth Jackson,Corporate,South,Brazil,PRD-1017,File Cabinet,Office Supplies,1,110.42,0.05,104.9,26.53,False,False,2024-11,2024,2024Q4,Thursday,3,0.2529075309818875
ORD-105527,2024-04-30,2024-05-03,First Class,CUST-00694,Marie Brown,Home Office,East,Japan,PRD-1027,Wardrobe,Furniture,4,390.75,0.0,1563.0,424.39,False,True,2024-04,2024,2024Q2,Tuesday,3,0.2715227127319258
ORD-102036,2023-11-02,2023-11-04,Same Day,CUST-00123,Marie Thomas,Home Office,West,Spain,PRD-1011,Stapler,Office Supplies,5,6.93,0.1,31.18,9.68,False,False,2023-11,2023,2023Q4,Thursday,2,0.3104554201411161
ORD-102337,2024-06-21,2024-06-21,Same Day,CUST-00755,Joseph Taylor,Corporate,East,Japan,PRD-1018,Ergonomic Chair,Office Supplies,2,193.91,0.0,387.82,170.37,False,False,2024-06,2024,2024Q2,Friday,0,0.4393017379196535
ORD-103805,2024-11-26,2024-11-27,Same Day,CUST-00090,Mary Brown,Home Office,South,Mexico,PRD-1001,Bluetooth Speaker,Electronics,2,50.91,0.0,101.82,30.29,False,False,2024-11,2024,2024Q4,Tuesday,1,0.29748575918287173
ORD-101010,2023-08-29,2023-08-30,Same Day,CUST-00608,Yuki Sharma,Corporate,South,Argentina,PRD-1037,Wool Sweater,Clothing,2,49.0,0.05,93.1,22.16,False,False,2023-08,2023,2023Q3,Tuesday,1,0.23802363050483352
ORD-101975,2023-07-04,2023-07-08,Second Class,CUST-00007,Mary Williams,Consumer,South,Brazil,PRD-1039,Sneakers,Clothing,4,69.48,0.0,277.92,120.25,False,False,2023-07,2023,2023Q3,Tuesday,4,0.43267846862406445
ORD-102977,2024-02-19,2024-02-22,First Class,CUST-00637,Michael Davis,Consumer,East,Japan,PRD-1045,Pasta 500g,Grocery,1,2.43,0.0,2.43,1.01,False,False,2024-02,2024,2024Q1,Monday,3,0.4156378600823045
ORD-102291,2024-03-02,2024-03-08,Second Class,CUST-00185,Michael Khan,Home Office,West,UK,PRD-1037,Wool Sweater,Clothing,2,51.08,0.0,102.16,32.05,False,False,2024-03,2024,2024Q1,Saturday,6,0.31372357086922475
ORD-103888,2023-01-28,2023-02-04,Standard Class,CUST-00335,Susan Moore,Home Office,West,UK,PRD-1024,Bar Stool,Furniture,1,46.12,0.05,43.81,15.1,False,False,2023-01,2023,2023Q1,Saturday,7,0.3446701666286236
ORD-103647,2024-08-25,2024-08-27,First Class,CUST-00506,Olivia Brown,Corporate,West,Germany,PRD-1006,Portable SSD 1TB,Electronics,2,109.11,0.0,218.22,90.74,False,False,2024-08,2024,2024Q3,Sunday,2,0.41581889835945374
ORD-101411,2024-01-13,2024-01-13,Same Day,CUST-00642,Michael Jackson,Consumer,East,South Korea,PRD-1007,Mechanical Keyboard,Electronics,1,84.87,0.0,84.87,24.99,False,False,2024-01,2024,2024Q1,Saturday,0,0.29445033580770585
ORD-101921,2024-10-31,2024-11-05,Second Class,CUST-00131,Ahmed Jones,Home Office,South,Argentina,PRD-1000,Wireless Mouse,Electronics,1,19.83,0.0,19.83,7.19,False,False,2024-10,2024,2024Q4,Thursday,5,0.36258194654563797
ORD-100913,2023-06-22,2023-06-26,Second Class,CUST-00623,Thomas Wang,Corporate,West,Spain,PRD-1035,Formal Shirt,Clothing,2,32.34,0.15,54.98,8.51,False,False,2023-06,2023,2023Q2,Thursday,4,0.15478355765732996
ORD-104407,2023-10-21,2023-10-26,Second Class,CUST-00761,Amit Brown,Home Office,East,Japan,PRD-1016,Ballpoint Pen Box,Office Supplies,2,6.1,0.0,12.2,3.4,False,False,2023-10,2023,2023Q4,Saturday,5,0.27868852459016397
ORD-102271,2024-12-17,2024-12-22,Second Class,CUST-00101,Richard Dubois,Corporate,South,Brazil,PRD-1020,Bookshelf,Furniture,2,102.47,0.0,204.94,53.12,False,False,2024-12,2024,2024Q4,Tuesday,5,0.2591978139943398
ORD-104598,2024-09-09,2024-09-16,Standard Class,CUST-00003,Joseph Jones,Home Office,East,South Korea,PRD-1016,Ballpoint Pen Box,Office Supplies,2,6.85,0.0,13.7,4.08,False,False,2024-09,2024,2024Q3,Monday,7,0.2978102189781022
ORD-102522,2023-03-28,2023-03-29,Same Day,CUST-00772,Sofia Dubois,Corporate,South,Brazil,PRD-1012,Sticky Notes Pack,Office Supplies,3,3.13,0.0,9.39,3.38,False,False,2023-03,2023,2023Q1,Tuesday,1,0.3599574014909478
ORD-103724,2024-10-10,2024-10-13,First Class,CUST-00541,Robert Jones,Home Office,North,USA,PRD-1002,USB-C Hub,Electronics,1,31.38,0.0,31.38,11.06,False,False,2024-10,2024,2024Q4,Thursday,3,0.35245379222434675
ORD-104844,2023-03-19,2023-03-22,First Class,CUST-00334,Carlos Wilson,Corporate,South,Mexico,PRD-1040,Organic Coffee Beans 1kg,Grocery,1,13.98,0.0,13.98,3.63,False,False,2023-03,2023,2023Q1,Sunday,3,0.259656652360515
ORD-105456,2024-06-04,2024-06-11,Standard Class,CUST-00303,Charles Davis,Home Office,East,South Korea,PRD-1033,Winter Jacket,Clothing,4,108.51,0.2,347.23,54.42,False,False,2024-06,2024,2024Q2,Tuesday,7,0.15672608933559887
ORD-105837,2023-03-18,2023-03-25,Standard Class,CUST-00832,Carlos Martinez,Corporate,North,USA,PRD-1011,Stapler,Office Supplies,3,6.5,0.15,16.57,5.08,False,False,2023-03,2023,2023Q1,Saturday,7,0.3065781532890766
ORD-105274,2023-11-21,2023-11-21,Same Day,CUST-00103,Yuki Moore,Consumer,South,Brazil,PRD-1014,Whiteboard 3x2ft,Office Supplies,2,31.16,0.0,62.32,25.61,False,False,2023-11,2023,2023Q4,Tuesday,0,0.41094351732991014
ORD-102067,2023-04-12,2023-04-16,First Class,CUST-00417,Barbara Martinez,Home Office,South,Argentina,PRD-1022,Sofa 3-Seater,Furniture,1,514.69,0.0,514.69,135.51,False,False,2023-04,2023,2023Q2,Wednesday,4,0.2632846956420369
ORD-104589,2024-01-22,2024-01-22,Same Day,CUST-00039,Yuki Anderson,Corporate,East,India,PRD-1031,Women's Jeans,Clothing,5,40.21,0.1,180.95,39.92,False,False,2024-01,2024,2024Q1,Monday,0,0.22061342912406745
ORD-102321,2023-06-09,2023-06-15,Standard Class,CUST-00603,Yuki Khan,Corporate,North,Canada,PRD-1028,Recliner Chair,Furniture,1,299.2,0.0,299.2,108.2,False,False,2023-06,2023,2023Q2,Friday,6,0.36163101604278075
ORD-101564,2024-12-07,2024-12-07,Same Day,CUST-00752,Linda Martinez,Corporate,North,USA,PRD-1004,4K Webcam,Electronics,1,78.76,0.05,74.82,30.28,False,False,2024-12,2024,2024Q4,Saturday,0,0.40470462443197014
ORD-103524,2023-07-04,2023-07-08,Second Class,CUST-00460,Elizabeth Rodriguez,Home Office,South,Brazil,PRD-1025,Coffee Table,Furniture,3,108.39,0.1,292.65,70.36,False,False,2023-07,2023,2023Q3,Tuesday,4,0.24042371433452933
ORD-105626,2024-07-25,2024-07-28,First Class,CUST-00108,Joseph Wang,Consumer,South,Brazil,PRD-1009,Power Bank 20000mAh,Electronics,1,42.43,0.0,42.43,18.87,False,False,2024-07,2024,2024Q3,Thursday,3,0.44473250058920577
ORD-101285,2024-05-13,2024-05-17,Second Class,CUST-00292,Amit Kim,Corporate,North,Canada,PRD-1002,USB-C Hub,Electronics,3,29.41,0.0,88.23,38.92,False,False,2024-05,2024,2024Q2,Monday,4,0.4411198005213646
ORD-100483,2024-05-14,2024-05-17,First Class,CUST-00093,Patricia Davis,Consumer,North,Canada,PRD-1041,Olive Oil 1L,Grocery,1,11.45,0.0,11.45,3.28,False,False,2024-05,2024,2024Q2,Tuesday,3,0.28646288209606985
ORD-104218,2023-12-20,2023-12-24,Second Class,CUST-00770,John Wilson,Consumer,East,China,PRD-1019,Standing Desk,Office Supplies,3,273.54,0.0,820.62,339.26,False,False,2023-12,2023,2023Q4,Wednesday,4,0.41341912212717213
ORD-104875,2024-05-10,2024-05-11,Same Day,CUST-00222,Joseph Miller,Corporate,South,Mexico,PRD-1023,Dining Table,Furniture,1,412.47,0.0,412.47,131.03,False,False,2024-05,2024,2024Q2,Friday,1,0.3176715882367202
ORD-104950,2023-06-20,2023-06-26,Second Class,CUST-00579,David Williams,Consumer,East,South Korea,PRD-1010,A4 Paper Ream,Office Supplies,1,4.65,0.0,4.65,1.39,False,False,2023-06,2023,2023Q2,Tuesday,6,0.29892473118279567
ORD-102863,2024-11-05,2024-11-13,Standard Class,CUST-00347,Elizabeth Davis,Home Office,West,Spain,PRD-1003,Noise Cancelling Headphones,Electronics,3,168.52,0.0,505.56,192.07,False,False,2024-11,2024,2024Q4,Tuesday,8,0.37991534140359207
ORD-103274,2024-07-05,2024-07-11,Second Class,CUST-00237,Marie Anderson,Home Office,South,Mexico,PRD-1046,Honey Jar,Grocery,2,8.36,0.0,16.72,5.94,False,False,2024-07,2024,2024Q3,Friday,6,0.3552631578947369
ORD-102282,2024-12-06,2024-12-07,Same Day,CUST-00347,Elizabeth Davis,Home Office,West,Germany,PRD-1044,Protein Bar Pack,Grocery,5,14.84,0.0,74.2,23.1,False,False,2024-12,2024,2024Q4,Friday,1,0.3113207547169811
ORD-102541,2024-12-12,2024-12-17,Second Class,CUST-00702,Marie Wilson,Corporate,West,UK,PRD-1006,Portable SSD 1TB,Electronics,1,116.65,0.0,116.65,45.3,False,False,2024-12,2024,2024Q4,Thursday,5,0.38834119159879976
ORD-105335,2023-12-06,2023-12-10,First Class,CUST-00831,Priya Brown,Corporate,East,South Korea,PRD-1042,Almond Butter Jar,Grocery,3,9.18,0.2,22.03,3.9,False,False,2023-12,2023,2023Q4,Wednesday,4,0.17703132092600998
ORD-102809,2024-04-07,2024-04-11,Second Class,CUST-00402,Emma Anderson,Corporate,North,Canada,PRD-1044,Protein Bar Pack,Grocery,4,13.51,0.0,54.04,19.99,False,False,2024-04,2024,2024Q2,Sunday,4,0.3699111769059955
ORD-105195,2024-12-10,2024-12-16,Second Class,CUST-00234,Barbara Wang,Corporate,East,Japan,PRD-1024,Bar Stool,Furniture,5,57.15,0.0,285.75,125.95,False,False,2024-12,2024,2024Q4,Tuesday,6,0.44076990376202974
ORD-104541,2024-05-30,2024-05-31,Same Day,CUST-00657,William Lee,Home Office,South,Argentina,PRD-1042,Almond Butter Jar,Grocery,1,9.58,0.0,9.58,2.55,False,False,2024-05,2024,2024Q2,Thursday,1,0.2661795407098121
ORD-105519,2023-02-03,2023-02-03,Same Day,CUST-00317,Carlos Jackson,Home Office,East,India,PRD-1036,Yoga Pants,Clothing,2,25.77,0.0,51.54,18.38,False,False,2023-02,2023,2023Q1,Friday,0,0.356616220411331
ORD-102466,2024-11-12,2024-11-14,First Class,CUST-00517,Liam Jackson,Home Office,South,Brazil,PRD-1018,Ergonomic Chair,Office Supplies,3,196.28,0.0,588.84,151.03,False,False,2024-11,2024,2024Q4,Tuesday,2,0.25648733102370763
ORD-104660,2023-06-06,2023-06-11,Second Class,CUST-00427,Priya Garcia,Home Office,North,Canada,PRD-1039,Sneakers,Clothing,1,70.24,0.0,70.24,27.86,False,False,2023-06,2023,2023Q2,Tuesday,5,0.39664009111617315
ORD-105950,2024-05-29,2024-06-04,Standard Class,CUST-00109,Joseph Smith,Home Office,East,South Korea,PRD-1045,Pasta 500g,Grocery,5,2.49,0.15,10.58,1.93,False,False,2024-05,2024,2024Q2,Wednesday,6,0.1824196597353497
ORD-100689,2023-06-16,2023-06-20,First Class,CUST-00112,John Johnson,Home Office,West,France,PRD-1016,Ballpoint Pen Box,Office Supplies,2,5.69,0.05,10.81,2.29,False,False,2023-06,2023,2023Q2,Friday,4,0.21184088806660498
ORD-104580,2024-03-13,2024-03-13,Same Day,CUST-00035,Joseph Brown,Consumer,West,Germany,PRD-1008,27-inch Monitor,Electronics,1,257.48,0.0,257.48,108.04,False,False,2024-03,2024,2024Q1,Wednesday,0,0.41960540624514525
ORD-105070,2024-12-25,2024-12-29,Second Class,CUST-00110,John Dubois,Home Office,South,Brazil,PRD-1046,Honey Jar,Grocery,4,8.77,0.2,28.06,6.97,False,False,2024-12,2024,2024Q4,Wednesday,4,0.24839629365645047
ORD-104109,2023-11-28,2023-12-05,Standard Class,CUST-00104,Emma Moore,Consumer,East,China,PRD-1014,Whiteboard 3x2ft,Office Supplies,2,31.22,0.0,62.44,17.9,False,False,2023-11,2023,2023Q4,Tuesday,7,0.28667520819987186
ORD-100834,2023-03-03,2023-03-09,Second Class,CUST-00221,Robert Jackson,Home Office,North,USA,PRD-1046,Honey Jar,Grocery,2,6.77,0.0,13.54,3.54,False,False,2023-03,2023,2023Q1,Friday,6,0.2614475627769572
ORD-104209,2024-12-07,2024-12-08,Same Day,CUST-00460,Elizabeth Rodriguez,Home Office,South,Mexico,PRD-1015,Printer Ink Cartridge,Office Supplies,2,28.72,0.1,51.7,13.58,False,False,2024-12,2024,2024Q4,Saturday,1,0.26266924564796906
ORD-104141,2023-02-21,2023-02-28,Standard Class,CUST-00201,John Dubois,Corporate,East,South Korea,PRD-1018,Ergonomic Chair,Office Supplies,1,166.05,0.05,157.75,57.53,False,False,2023-02,2023,2023Q1,Tuesday,7,0.36469096671949286
ORD-100662,2023-07-27,2023-07-31,Second Class,CUST-00111,Patricia Davis,Home Office,South,Brazil,PRD-1029,TV Stand,Furniture,1,129.49,0.1,116.54,35.67,False,False,2023-07,2023,2023Q3,Thursday,4,0.3060751673245238
ORD-101990,2024-09-07,2024-09-08,Same Day,CUST-00794,Barbara Tanaka,Consumer,North,Canada,PRD-1027,Wardrobe,Furniture,6,406.36,0.0,2438.16,1096.67,False,True,2024-09,2024,2024Q3,Saturday,1,0.44979410703153205
ORD-105263,2024-11-08,2024-11-14,Same Day,CUST-00105,Linda Davis,Consumer,South,Mexico,PRD-1008,27-inch Monitor,Electronics,2,282.38,0.0,564.76,247.52,False,False,2024-11,2024,2024Q4,Friday,6,0.43827466534457116
ORD-104783,2023-08-25,2023-08-30,Same Day,CUST-00338,Hans Rodriguez,Consumer,North,Canada,PRD-1035,Formal Shirt,Clothing,3,32.41,0.0,92.37,37.1,False,False,2023-08,2023,2023Q3,Friday,5,0.4016455559164231
ORD-102289,2023-06-29,2023-07-07,Standard Class,CUST-00353,Linda Kim,Consumer,South,Brazil,PRD-1001,Bluetooth Speaker,Electronics,6,42.53,0.0,255.18,106.61,False,False,2023-06,2023,2023Q2,Thursday,8,0.41778352535465163
ORD-105234,2024-11-07,2024-11-11,Second Class,CUST-00271,Jessica Muller,Home Office,South,Mexico,PRD-1021,Office Desk,Furniture,1,239.9,0.0,239.9,70.13,False,False,2024-11,2024,2024Q4,Thursday,4,0.2923301375573155
ORD-100564,2024-11-05,2024-11-08,First Class,CUST-00518,Jessica Moore,Corporate,East,India,PRD-1013,Desk Organizer,Office Supplies,2,15.99,0.0,31.98,9.43,False,False,2024-11,2024,2024Q4,Tuesday,3,0.2948717948717949
ORD-104537,2024-07-29,2024-07-29,Same Day,CUST-00492,Jennifer Wilson,Corporate,West,Germany,PRD-1029,TV Stand,Furniture,1,143.86,0.0,143.86,63.28,False,False,2024-07,2024,2024Q3,Monday,0,0.43987209787293197
ORD-104768,2024-05-30,2024-06-02,First Class,CUST-00807,Karen Moore,Corporate,South,Argentina,PRD-1014,Whiteboard 3x2ft,Office Supplies,1,33.67,0.1,30.3,11.14,False,False,2024-05,2024,2024Q2,Thursday,3,0.3676567656765677
ORD-101789,2024-11-15,2024-11-19,First Class,CUST-00530,Liam Anderson,Consumer,West,UK,PRD-1032,Running Shoes,Clothing,5,73.57,0.05,349.46,108.31,False,False,2024-11,2024,2024Q4,Friday,4,0.30993532879299496
ORD-105940,2023-09-10,2023-09-11,Same Day,CUST-00206,Karen Anderson,Corporate,East,China,PRD-1010,A4 Paper Ream,Office Supplies,1,4.86,0.0,4.86,1.66,False,False,2023-09,2023,2023Q3,Sunday,1,0.3415637860082304
ORD-100864,2023-05-16,2023-05-20,First Class,CUST-00801,Ahmed Williams,Corporate,North,USA,PRD-1015,Printer Ink Cartridge,Office Supplies,1,22.52,0.0,22.52,9.29,False,False,2023-05,2023,2023Q2,Tuesday,4,0.4125222024866785
ORD-103223,2024-04-22,2024-04-22,Same Day,CUST-00103,Yuki Moore,Consumer,South,Argentina,PRD-1035,Formal Shirt,Clothing,1,36.07,0.05,34.27,9.5,False,False,2024-04,2024,2024Q2,Monday,0,0.2772103880945433
ORD-102113,2024-12-06,2024-12-12,Second Class,CUST-00436,Hans Tanaka,Consumer,North,Canada,PRD-1011,Stapler,Office Supplies,3,8.19,0.15,20.88,6.07,False,False,2024-12,2024,2024Q4,Friday,6,0.2907088122605364
ORD-103101,2024-05-17,2024-05-24,Standard Class,CUST-00347,Elizabeth Davis,Home Office,West,France,PRD-1040,Organic Coffee Beans 1kg,Grocery,6,16.55,0.0,99.3,25.92,False,False,2024-05,2024,2024Q2,Friday,7,0.2610271903323263
ORD-104961,2024-09-08,2024-09-15,Standard Class,CUST-00810,Charles Williams,Consumer,East,India,PRD-1000,Wireless Mouse,Electronics,3,19.75,0.0,59.25,20.04,False,False,2024-09,2024,2024Q3,Sunday,7,0.3382278481012658
ORD-100831,2024-01-22,2024-01-26,Second Class,CUST-00133,Sarah Moore,Home Office,South,Argentina,PRD-1046,Honey Jar,Grocery,3,7.79,0.0,23.37,7.81,False,False,2024-01,2024,2024Q1,Monday,4,0.33418913136499784
ORD-103564,2023-08-02,2023-08-06,First Class,CUST-00013,Ahmed Wang,Corporate,West,France,PRD-1025,Coffee Table,Furniture,5,111.15,0.05,527.96,163.87,False,False,2023-08,2023,2023Q3,Wednesday,4,0.31038336237593755
ORD-101266,2024-07-23,2024-07-29,Second Class,CUST-00354,David Martinez,Consumer,South,Mexico,PRD-1001,Bluetooth Speaker,Electronics,4,47.38,0.0,189.52,62.27,False,False,2024-07,2024,2024Q3,Tuesday,6,0.32856690586745463
ORD-103648,2024-10-06,2024-10-08,First Class,CUST-00696,Susan Thomas,Corporate,West,Germany,PRD-1037,Wool Sweater,Clothing,2,54.78,0.05,104.08,28.88,False,False,2024-10,2024,2024Q4,Sunday,2,0.27747886241352804
ORD-103627,2024-11-02,2024-11-05,First Class,CUST-00099,Emma Tanaka,Home Office,West,Spain,PRD-1010,A4 Paper Ream,Office Supplies,1,5.81,0.0,5.23,0.9,False,False,2024-11,2024,2024Q4,Saturday,3,0.17208413001912046
ORD-100614,2024-12-17,2024-12-21,Second Class,CUST-00668,James Anderson,Home Office,South,Brazil,PRD-1041,Olive Oil 1L,Grocery,3,12.25,0.0,36.75,12.16,False,False,2024-12,2024,2024Q4,Tuesday,4,0.3308843537414966
